agency,borough,complaint_type,days_to_closure,number_of_records,past_number_of_weeks,created_after_timestamp
DOB,MANHATTAN,Emergency Response Team (ERT),12,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,0,322,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,1,323,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,2,157,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,3,93,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,4,58,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,5,38,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,6,33,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,7,33,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,8,28,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,9,12,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,10,15,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,11,11,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,12,9,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,13,12,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,14,9,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,15,10,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,16,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,17,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,18,6,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,19,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,20,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,21,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,22,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,23,6,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,24,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,25,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,27,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,28,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,29,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,30,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,31,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,33,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,34,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,35,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,36,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,37,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,38,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,39,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,40,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,41,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,44,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,45,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,46,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,47,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,50,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,55,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,56,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,57,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,59,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,61,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,62,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,63,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,64,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,65,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,66,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,67,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,68,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,69,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,70,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,73,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,General Construction/Plumbing,75,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),0,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),1,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),2,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),3,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),4,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),5,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),6,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),9,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Investigations and Discipline (IAD),13,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Miscellaneous Categories,7,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Miscellaneous Categories,8,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,0,11,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,1,25,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,2,24,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,3,16,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,4,10,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,5,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,6,12,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,7,11,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,8,9,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,9,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,10,15,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,11,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,12,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,13,9,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,14,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,17,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,20,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,21,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,24,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,25,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,28,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,30,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,34,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,35,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,38,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,46,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,53,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,54,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Plumbing,60,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,0,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,1,10,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,2,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,3,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,4,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,7,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,8,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,9,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,19,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,22,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,26,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Scaffold Safety,77,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,2,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,3,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,4,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,5,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,6,17,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,7,13,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,8,16,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,9,33,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,10,11,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,11,18,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,12,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,13,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,14,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,15,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,17,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,18,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,19,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,22,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,24,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,27,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,28,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,31,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,39,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,53,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,56,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Enforcement,57,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),0,24,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),1,8,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),2,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),3,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),4,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),5,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),6,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),7,7,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),9,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),10,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),11,7,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),12,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),13,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),14,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),15,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),16,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),17,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),18,6,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),19,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),20,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),21,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),22,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),23,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),24,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),25,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),27,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),29,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),30,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),31,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),33,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),34,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),35,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),36,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),37,6,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),38,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),39,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),40,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),41,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),42,4,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),43,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),44,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),45,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),47,5,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),48,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),49,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),51,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),52,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),53,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),56,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),57,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),58,6,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),60,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),61,2,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),63,3,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),69,1,12,2017-05-29T22:42:20.133337
DOB,MANHATTAN,Special Projects Inspection Team (SPIT),75,1,12,2017-05-29T22:42:20.133337
DOB,QUEENS,BEST/Site Safety,0,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,1,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,2,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,4,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,6,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,7,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,BEST/Site Safety,14,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,0,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,1,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,2,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,3,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,4,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,5,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,6,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,7,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,8,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,9,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,10,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,11,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,12,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,13,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,14,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,16,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,20,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Boilers,53,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,0,30,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,1,64,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,2,38,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,3,47,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,4,42,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,5,41,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,6,49,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,7,57,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,8,26,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,9,27,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,10,30,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,11,20,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,12,20,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,13,31,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,14,26,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,15,24,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,16,19,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,17,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,18,18,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,19,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,20,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,21,19,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,22,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,23,18,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,24,14,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,25,21,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,26,16,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,27,16,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,28,14,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,29,21,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,30,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,31,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,32,15,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,33,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,34,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,35,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,36,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,37,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,38,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,39,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,40,13,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,41,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,42,12,12,2017-05-29T22:43:39.159857
