agency,borough,complaint_type,days_to_closure,number_of_records,past_number_of_weeks,created_after_timestamp
DOB,QUEENS,Building/Use,43,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,44,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,45,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,46,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,47,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,48,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,49,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,50,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,51,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,52,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,53,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,54,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,55,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,56,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,57,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,58,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,59,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,61,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,62,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,63,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,64,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,65,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,66,15,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,67,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,68,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,69,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,70,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,71,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,72,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,73,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,74,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,75,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,77,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,78,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Building/Use,79,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,0,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,1,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,3,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,4,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,8,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,9,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Cranes and Derricks,11,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,0,19,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,1,29,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,2,27,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,3,13,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,4,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,5,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,6,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,7,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,8,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,9,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,10,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,11,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,12,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,13,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,14,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,15,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,17,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,18,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,19,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,21,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,22,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,23,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,28,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Electrical,29,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,0,46,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,1,55,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,2,42,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,3,38,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,4,31,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,5,35,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,6,23,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,7,18,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,8,16,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,9,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,10,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,11,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,12,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,13,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,14,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,15,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,16,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,17,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,18,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,19,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,20,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,21,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,22,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,23,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,24,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,25,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,26,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,27,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,28,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,29,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,30,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,31,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,32,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,33,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,34,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,35,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,36,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,37,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,38,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,39,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,40,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,41,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,42,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Elevator,47,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Emergency Response Team (ERT),0,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Emergency Response Team (ERT),1,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Emergency Response Team (ERT),3,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Emergency Response Team (ERT),4,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Emergency Response Team (ERT),5,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,0,221,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,1,231,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,2,160,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,3,96,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,4,74,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,5,42,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,6,32,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,7,26,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,8,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,9,18,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,10,13,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,11,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,12,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,13,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,14,15,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,15,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,16,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,17,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,18,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,19,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,20,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,21,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,22,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,23,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,24,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,25,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,26,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,27,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,28,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,29,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,31,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,32,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,33,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,34,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,35,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,36,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,37,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,38,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,39,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,40,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,41,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,42,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,43,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,44,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,45,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,46,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,47,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,48,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,49,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,50,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,51,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,52,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,56,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,62,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,64,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,65,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,66,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,67,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,68,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,69,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,70,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,72,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,73,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,75,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,General Construction/Plumbing,78,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),1,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),2,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),3,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),4,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),5,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),6,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),7,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Investigations and Discipline (IAD),8,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Miscellaneous Categories,2,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Miscellaneous Categories,9,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,0,15,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,1,31,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,2,46,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,3,24,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,4,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,5,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,6,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,7,17,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,8,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,9,24,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,10,21,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,11,19,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,12,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,13,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,14,20,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,15,18,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,16,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,17,23,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,18,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,19,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,20,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,21,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,22,16,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,23,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,24,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,25,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,26,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,27,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,28,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,29,12,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,30,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,31,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,32,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,34,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,35,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,36,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,37,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,38,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,39,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,41,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,42,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,43,11,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,44,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,45,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,46,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,47,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,49,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,51,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,52,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,53,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,55,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,56,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,57,7,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,58,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,59,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,62,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,63,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,64,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,67,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,68,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,69,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Plumbing,70,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Scaffold Safety,0,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Scaffold Safety,1,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Scaffold Safety,7,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,0,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,2,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,3,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,4,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,5,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,6,20,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,7,24,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,8,36,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,9,28,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,10,24,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,11,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,12,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,13,10,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,14,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,15,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,16,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,17,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,18,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,20,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,21,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,22,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,23,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,24,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,25,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,27,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,28,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,29,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,31,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,32,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,34,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,35,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,36,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,38,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,39,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,40,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,41,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,42,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,43,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,49,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,54,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Enforcement,58,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Natural Area District (SNAD),2,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Natural Area District (SNAD),4,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Natural Area District (SNAD),24,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Natural Area District (SNAD),31,1,12,2017-05-29T22:43:39.159857
