agency,borough,complaint_type,days_to_closure,number_of_records,past_number_of_weeks,created_after_timestamp
DOB,QUEENS,Special Projects Inspection Team (SPIT),0,8,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),1,5,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),2,9,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),3,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),4,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),5,6,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),6,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),7,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),8,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),9,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),10,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),13,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),14,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),15,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),16,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),19,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),20,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),24,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),25,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),27,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),29,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),30,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),31,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),34,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),35,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),36,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),37,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),38,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),39,3,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),40,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),41,4,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),42,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),43,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),44,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),45,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),46,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),48,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),50,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),51,2,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),55,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),58,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),62,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),63,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),71,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),73,1,12,2017-05-29T22:43:39.159857
DOB,QUEENS,Special Projects Inspection Team (SPIT),76,1,12,2017-05-29T22:43:39.159857
DOB,STATEN ISLAND,BEST/Site Safety,0,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,BEST/Site Safety,1,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,BEST/Site Safety,2,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Boilers,1,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Boilers,8,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Boilers,11,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Boilers,52,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,0,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,1,14,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,2,14,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,3,9,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,4,9,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,5,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,6,11,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,7,16,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,8,8,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,9,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,10,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,11,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,12,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,13,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,14,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,15,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,16,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,17,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,18,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,20,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,21,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,22,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,23,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,24,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,25,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,26,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,27,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,28,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,29,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,30,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,31,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,32,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,33,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,34,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,35,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,36,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,39,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,40,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,44,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,45,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,47,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,49,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,51,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,54,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,59,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,61,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,63,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,64,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,65,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,68,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,69,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Building/Use,77,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,1,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,2,12,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,3,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,4,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,5,8,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,6,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,7,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,8,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,9,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,12,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,13,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Electrical,14,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,0,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,1,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,2,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,3,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,4,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,5,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,6,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,7,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,8,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,9,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,11,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,12,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,15,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,16,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,17,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,18,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,19,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,20,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,25,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,32,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,40,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Elevator,50,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Emergency Response Team (ERT),1,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Emergency Response Team (ERT),21,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,0,32,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,1,46,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,2,27,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,3,11,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,4,12,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,5,18,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,6,14,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,7,10,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,8,16,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,9,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,10,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,11,11,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,12,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,13,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,14,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,15,9,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,16,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,17,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,18,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,19,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,20,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,21,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,22,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,23,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,24,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,26,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,27,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,28,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,29,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,32,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,33,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,34,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,35,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,36,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,37,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,38,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,39,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,40,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,41,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,44,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,45,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,46,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,47,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,49,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,51,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,52,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,54,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,55,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,58,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,63,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,65,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,68,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,70,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,General Construction/Plumbing,77,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Investigations and Discipline (IAD),11,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Investigations and Discipline (IAD),18,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,0,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,1,9,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,2,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,3,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,4,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,5,7,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,6,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,7,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,8,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,9,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,11,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,12,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,15,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,17,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,18,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,19,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,20,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,21,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,24,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,28,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,48,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,49,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,52,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,53,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,54,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,59,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,72,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Plumbing,76,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,2,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,3,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,5,10,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,6,6,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,7,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,8,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,9,5,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,10,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,11,4,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,13,10,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,23,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Enforcement,30,2,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),0,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),2,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),3,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),4,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),20,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),24,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),31,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),34,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),36,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),63,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),73,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Natural Area District (SNAD),75,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),0,3,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),7,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),10,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),12,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),18,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),19,1,12,2017-05-29T22:44:14.368737
DOB,STATEN ISLAND,Special Projects Inspection Team (SPIT),24,1,12,2017-05-29T22:44:14.368737
